title,doi,year,target,reasoning,alternatives,CHEMICAL HARM
"Abundance and Control of Rugose Spiraling Whitefly, Aleurodicus Rugioperculatus Martin, Infesting Coconut in Seven Coastal Districts of Bangladesh",10.3329/jasbs.v49i2.70766,2023,chlorpyrifos,"The abstract explicitly states that Bioclean is recommended for use against the rugose spiraling whitefly as an eco-friendly approach for safe food production, indicating it is a safer alternative to chlorpyrifos. This is supported by the mention of environmental safety, which suggests lower toxicity or risk compared to chlorpyrifos.",Bioclean,
"The Potential Side Effects of Certain Insecticide Formulations on the Green Lacewing, Chrysoperla carnea (Stephens)",10.21608/jppp.2019.78152,2019,chlorpyrifos,"The abstract indicates that emamectin benzoate and lufenuron formulations resulted in significantly lower mortality rates compared to chlorpyrifos-methyl, suggesting they are safer alternatives. Specifically, chlorpyrifos-methyl caused 100% mortality, while emamectin benzoate and lufenuron had mortality rates ranging from 3.70% to 27.27%. This clearly presents a safety advantage over chlorpyrifos.",emamectin benzoate; lufenuron,"high toxicity to second larval instar (100% mortality), significant reduction in pupation and adult emergence rates, significant reduction in egg hatchability rates"
Two cholinesterase inhibitors trigger dissimilar effects on behavior and body weight in C57BL/6 mice: The case of chlorpyrifos and rivastigmine,10.1016/j.bbr.2016.10.014,2017,chlorpyrifos,"The abstract discusses rivastigmine in comparison to chlorpyrifos, highlighting that chlorpyrifos has neurotoxic potential and negatively affects learning and memory, while rivastigmine at low doses improves memory recall. This indicates that rivastigmine may be a safer alternative to chlorpyrifos in terms of cognitive effects.",rivastigmine,"neurotoxic potential, behavioral disturbances, inhibition of brain acetylcholinesterase, negative modulation of learning strategies, impaired memory"
Activation of p38MAPK and NRF2 signaling pathways in the toxicity induced by chlorpyrifos in Drosophila melanogaster: Protective effects of Psidium guajava pomífera L. (Myrtaceae) hydroalcoholic extract,10.1016/J.ARABJC.2015.10.014,2015,chlorpyrifos,"The abstract indicates that the hydroalcoholic extract of Psidium guajava (HEPG) has protective effects against the toxicity induced by chlorpyrifos, suggesting it may serve as a safer alternative. It highlights the ability of HEPG to restore damage caused by chlorpyrifos, implying a safety advantage in mitigating its toxic effects.",hydroalcoholic extract of Psidium guajava,"increased mortality, locomotor deficits, inhibition of acetylcholinesterase, elevated reactive oxygen species (ROS), lipid peroxidation, decreased mitochondrial viability, oxidative stress"
Acão de Inseticidas Organofosforados Utilizados no Controle de Leucoptera coffeella (Guérin-Mèneville) (Lepidoptera: Lyonetiidae) Sobre o Ácaro Predador Iphiseiodes zuluagai Denmark & Muma (Acari: Phytoseiidae),10.1590/S1519-566X2002000300018,2002,chlorpyrifos,"The abstract indicates that disulfoton presented the highest selectivity for the predaceous mite Iphiseiodes zuluagai, with no lethal action on the predator, suggesting it is a safer alternative compared to chlorpyrifos, which caused 100% mortality. This implies that disulfoton may have lower toxicity to non-target organisms, making it a safer option in the context of pest control.",disulfoton,"toxicity to non-target organisms, mortality to predaceous mite Iphiseiodes zuluagai"
Effect of single and mixture of insecticides on earthworms: results from field and laboratory experiments,10.13080/z-a.2023.110.016,2023,chlorpyrifos,"The abstract compares the ecological impact of Talstar 10 EC and Nurelle D, indicating that Talstar 10 EC is less ecologically dangerous to earthworms than the mixture containing chlorpyrifos. This suggests that Talstar 10 EC may be a safer alternative to chlorpyrifos in terms of its effects on non-target organisms.",Talstar 10 EC,"toxicity to earthworm Eisenia fetida, impact on survival, impact on growth, impact on cocoon production, impact on hatching juveniles, long-term toxicity effects, greater ecological danger in mixture form"
Effectiveness of nine control methods of Oregmopyga peruviana (Granara de Willink & Diaz) (Hemiptera: Coccoidea: Eriococcidae) in Vitis vinifera L. ‘Negra Criolla’ and ‘Quebranta’,10.17268/sci.agropecu.2020.01.11,2020,chlorpyrifos,"The abstract explicitly states that vinasse is an 'organic and low cost alternative' for the control of Oregmopyga peruviana, which implies it is a safer alternative compared to chlorpyrifos, although it does not directly compare safety metrics. The mention of being organic suggests lower toxicity and environmental impact.",vinasse,
Chlorpyrifos and parathion regulate oxidative stress differentially through the expression of paraoxonase 2 in human neuroblastoma cell.,10.1016/j.neuro.2022.08.016,2022,chlorpyrifos,The abstract indicates that parathion (PA) at higher concentrations is less toxic than chlorpyrifos (CPF) and shows lower induction of reactive oxygen species (ROS) compared to CPF. This suggests that PA may be a safer alternative to CPF based on its lower toxicity and reduced oxidative stress effects.,parathion,"acetylcholinesterase inhibition causing cholinergic crisis, chronic and acute nervous system disorders, toxicity to IMR-32 cells, induction of reactive oxygen species (ROS), decreased PON2 protein expression with increasing concentration"
Effect of Nematode and Fungal Treatments on Nontarget Turfgrass-Inhabiting Arthropod and Nematode Populations,10.1603/0046-225X-30.2.196,2001,chlorpyrifos,"The abstract compares chlorpyrifos with entomopathogenic nematodes and fungus treatments, showing that chlorpyrifos has a stronger negative impact on nontarget arthropod densities. The microbial treatments (Heterorhabditis bacteriophora, Steinernema spp., and Beauveria bassiana) had less detrimental effects, indicating safety advantages over chlorpyrifos. Thus, these microbial treatments can be reasonably interpreted as safer alternatives to chlorpyrifos.",Heterorhabditis bacteriophora; Steinernema spp.; Beauveria bassiana,"reduction in Lycosidae populations, reduction in Staphylinidae populations, reduction in Miscellaneous Araneae populations, reduction in Formicidae populations, reduction in Scelionidae populations, diminished abundances of plant-inhabiting predators and parasitoids, diminished abundances of soil herbivores, diminished abundances of thatch detritivores, diminished abundances of soil predators, stronger negative impact on nontarget arthropod densities compared to microbial treatments"
Effects of chlorantraniliprole on eggs and larvae of Lobesia botrana (Denis & Schiffermüller) (Lepidoptera: Tortricidae).,10.1002/ps.1744,2009,chlorpyrifos,"The abstract indicates that chlorantraniliprole is a new insecticide that is effective against Lobesia botrana and highlights its safety to beneficial and non-target organisms, suggesting it may be a safer alternative to chlorpyrifos. The mention of its new mode of action and safety advantages implies a comparison to chlorpyrifos, which is traditionally used.",chlorantraniliprole,
Comparative Study on Effect of Pesticides and Vermicompost on the Growth of Eisenia foetida,10.33745/ijzi.2022.v08i02.119,2022,chlorpyrifos,"The abstract compares the negative impact of chlorpyrifos and other pesticides on earthworms with the positive effect of vermicompost. Vermicompost is presented as having a beneficial effect on earthworm biology, contrasting with the high toxicity and reduction in earthworm number and biomass caused by chlorpyrifos. This indicates vermicompost as a safer alternative to chlorpyrifos.",vermicompost,"toxicity to earthworms, reduction in earthworm number, reduction in earthworm biomass, decreased earthworm survival, negative impact on soil quality, reduced crop production"
Insecticide Use against Desert Locust in the Horn of Africa 2019–2021 Reveals a Pressing Need for Change,10.3390/agronomy13030819,2023,chlorpyrifos,"The abstract explicitly mentions the use of the entomopathogenic fungus Metarhizium acridum as a breakaway from previous organophosphate insecticide campaigns, including chlorpyrifos. It highlights the negative impacts of chlorpyrifos, such as honey production decline and non-target mortality, and suggests that the persistent use of organophosphates can no longer be justified. This implies that M. acridum is a safer alternative to chlorpyrifos.",Metarhizium acridum,"non-target mortality including birds and honeybees, decline in honey production"
Effect of Tunceli garlic on some immunological parameters in Cyprinus carpio exposed to chlorpyrifos.,10.14715/CMB/2018.64.4.18,2018,chlorpyrifos,"The abstract indicates that Tunceli garlic (Allium tuncelianium) was administered to fish exposed to chlorpyrifos and that it reversed the negative effects caused by chlorpyrifos on immunological parameters. This suggests that Tunceli garlic acts as a safer alternative by mitigating the toxicity of chlorpyrifos, thus providing a safety advantage.",Tunceli garlic (Allium tuncelianium),"toxicity to fish (96 hour LC50 of 0.230 mg/L), decrease in hemoglobin level, decrease in oxidative radical production of neutrophils (NBT activity), decrease in total immunoglobulin content, negative effect on immunological values"
Chlorpyrifos-induced oxidative stress in rats brain and protective effect of grape seed extract,10.31254/phyto.2013.21305,2013,chlorpyrifos,"The abstract indicates that grape seed proanthocyanidin extract (GSPE) significantly attenuates the toxicity and oxidative stress caused by chlorpyrifos, suggesting it may serve as a safer alternative due to its protective effects against the harmful impacts of chlorpyrifos. However, it does not explicitly state that GSPE is safer than chlorpyrifos in terms of toxicity or environmental impact, but it implies a protective role against chlorpyrifos-induced damage.",,"oxidative stress, lipid peroxidation, inhibition of brain acetylcholinesterase (AChE) activity, decrease in brain reduced glutathione (GSH) content, decrease in brain catalase (CAT) activity, decrease in brain superoxide dismutase (SOD) activity"
In silico assessment of dehalogenase from Bacillus thuringiensis H2 in relation to its salinity-stability and pollutants degradation,10.1080/07391102.2021.1927846,2021,chlorpyrifos,"The abstract indicates that DehH2 from Bacillus thuringiensis H2 preferentially degrades haloacids and haloacetates over chlorpyrifos, which is described as the least preferred substrate. The positive binding energy of the DehH2-chlorpyrifos complex suggests a lack of preference, implying that DehH2 is a more effective option for degradation in hypersaline conditions, which can be interpreted as a safer alternative to chlorpyrifos.",DehH2,
"Selectivity of insecticides used in apple orchards to eggs of Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae)",10.1590/S0103-84782005000400001,2005,chlorpyrifos,"The abstract compares several insecticides to chlorpyrifos and reports that phosmet, methoxyfenozide, tebufenozide, emamectin benzoate, spinosad, and etofenprox were harmless to Chrysoperla externa eggs, whereas chlorpyrifos was slightly harmful, killing a significant percentage of eggs and larvae. This indicates these compounds have safety advantages relative to chlorpyrifos and can be reasonably interpreted as safer alternatives.",phosmet; methoxyfenozide; tebufenozide; emamectin benzoate; spinosad; etofenprox,"slightly harmful to Chrysoperla externa, kills 43.7% of eggs, kills 20% of first-instar larvae"
"A comparative evaluation of effect of carbofuran 5G, chlorpyrifos 20Ec and chilli pepper aqueous extract on the growth, fruit yield and control of Podagrica uniformis of okra (Abelmoschus esculentus L. moench) in Enugu, Southeastern Nigeria",10.31248/JASP2019.164,2019,chlorpyrifos,"The abstract indicates that the use of Chilli pepper aqueous extract is recommended as a better substitute to synthetic insecticide, which includes chlorpyrifos. This implies that the Chilli pepper extract is considered a safer alternative due to its comparison with chlorpyrifos.",Chilli pepper aqueous extract,
"TOXICITY OF INSECTICIDES TO FIRST-INSTAR LARVAE OF THE SPRUCE BUDMOTH, ZEIRAPHERA CANADENSIS MUT. AND FREE. (LEPIDOPTERA: TORTRICIDAE): LABORATORY AND FIELD STUDIES",10.4039/Ent12181-1,1989,chlorpyrifos,"The abstract indicates that permethrin has better potential for controlling larvae compared to chlorpyrifos, specifically noting its long residual effectiveness and high toxicity to larvae. This suggests that permethrin may be a safer alternative due to its effectiveness and lower leader destruction rates in field trials compared to chlorpyrifos and other insecticides mentioned.",permethrin,
"Assessing insecticide susceptibility, diagnostic dose and time for the sand fly Phlebotomus argentipes, the vector of visceral leishmaniasis in India, using the CDC bottle bioassay",10.1371/journal.pntd.0011276,2023,chlorpyrifos,"The abstract indicates that Phlebotomus argentipes are highly susceptible to alpha-cypermethrin, which is mentioned as more effective than chlorpyrifos in terms of susceptibility. This suggests that alpha-cypermethrin could be considered a safer alternative due to its effectiveness and lower likelihood of resistance development compared to chlorpyrifos.",alpha-cypermethrin,
Ganoderma lucidum mitigates oxidative stress and apoptosis in chlorpyrifos‑induced testicular toxicity in male rats.,10.1016/j.repbio.2025.101086,2025,chlorpyrifos,"The abstract discusses the protective effects of Ganoderma lucidum (GDL) against chlorpyrifos-induced toxicity, indicating that GDL mitigates oxidative stress and apoptosis associated with chlorpyrifos exposure. While it does not explicitly state that GDL is a safer alternative, it implies that GDL provides significant protection against the harmful effects of chlorpyrifos, suggesting it could be considered a safer option in this context.",,"oxidative stress, apoptosis in male reproductive tissues, histopathological damage in testes, suppression of antioxidant enzymes, elevated lipid peroxidation (MDA), decreased testosterone and luteinizing hormone (LH), disruption of regular cell arrangement in testes"
"Effectiveness of Some Plant Extracts Compared with Chemical Insecticides to Control Cochineal Scale Insect, Dactylopius opuntiae under Field Conditions",10.22268/ajpp-001324,2025,chlorpyrifos,"The abstract mentions that alcoholic extracts of tobacco and astragalus can be recommended as 'natural and safe pesticides' for controlling the cochineal scale insect, which implies they are safer alternatives compared to chemical insecticides like chlorpyrifos. However, it does not provide specific safety advantages or comparisons in toxicity or environmental impact.",,
Evidence of Multiple Pesticides Resistance in the Tomato Leaf Miner Tuta Absoluta Meyrick (1917) from Savannah Region of Northern Nigeria,10.20944/preprints201808.0262.v1,2018,chlorpyrifos,"The abstract indicates that abamectin shows the highest susceptibility with a mortality of 86% and a significantly lower LD50 of 0.034ppm compared to chlorpyrifos, which suggests that abamectin is a safer alternative due to its lower toxicity. This comparison implies that abamectin could be a safer option for controlling the tomato leaf miner in place of chlorpyrifos.",abamectin,
THE TOXICITY AND BIOACTIVITY OF CLIMBING WEDELIA POWDER AND ESSENTIAL OIL AGAINST MAIZE WEEVIL,10.46754/JSSM.2021.02.011,2021,chlorpyrifos,"The abstract discusses the use of the climbing wedelia powder and essential oil as alternatives to traditional insecticides, including chlorpyrifos, highlighting their relatively non-toxic nature to mammals and their classification as reduced risk pesticides. This indicates a safety advantage over chlorpyrifos, suggesting that these alternatives are safer for both human health and the environment.",climbing wedelia powder; climbing wedelia essential oil,
"Effect of chlorpyrifos and monocrotophos on locomotor behaviour and acetylcholinesterase activity of subterranean termites, Odontotermes obesus.",10.1002/PS.986,2005,chlorpyrifos,"The abstract indicates that monocrotophos is less toxic than chlorpyrifos, as it has a higher LC50 value and causes less inhibition of acetylcholinesterase activity. This suggests that monocrotophos could be considered a safer alternative to chlorpyrifos based on the provided toxicity comparisons.",monocrotophos,"acute toxicity to subterranean termites, inhibition of acetylcholinesterase (AChE) activity, reduction in locomotor behaviour (velocity), distorted behaviour"
Effect of domestic processing on nutrients and pesticide residues in chickpea,10.3233/s12349-011-0059-6,2011,chlorpyrifos,"The abstract discusses germination (day 1) as a processing technique that results in almost complete elimination of chlorpyrifos and its metabolites in chickpea, presenting it as a simple, cost-effective, and suitable process for improving food safety. This indicates germination as a safer alternative method to reduce chlorpyrifos residues in food, thereby addressing safety concerns related to chlorpyrifos.",,
"FIELD EVALUATION OF INSECTICIDES FOR THE CONTROL OF THE EUROPEAN SKIPPER, THYMELICUS LINEOLA (LEPIDOPTERA: HESPERIIDAE), IN QUEBEC",10.4039/Ent1111313-12,1979,chlorpyrifos,"The abstract indicates that Bacillus thuringiensis preparations are recommended as they provide the same degree of foliage protection as chemical insecticides while diminishing possible undesirable off-target effects. This suggests that Bacillus thuringiensis is a safer alternative to chlorpyrifos, which is mentioned as providing little or no foliage protection.",Bacillus thuringiensis,
Antioxidant effects of the phytocannabinoid cannabidiol (CBD) in the brain of chlorpyrifos-exposed goldfish (Carassius auratus),10.53022/oarjls.2023.6.1.0044,2023,chlorpyrifos,"The abstract indicates that cannabidiol (CBD) has a neuroprotective action against oxidative stress caused by chlorpyrifos (CPF), suggesting that CBD may serve as a safer alternative due to its protective effects. It highlights that CBD reduces oxidative stress markers compared to CPF exposure, implying a safety advantage over chlorpyrifos.",cannabidiol (CBD),"pro-oxidant effects, irreversible inhibition on cholinesterase (ChE) enzymes, oxidative stress in brain tissue"
Sanghuangporus vaninii polysaccharides alleviates the effects of chlorpyrifos exposure on mouse liver: role of the gut- liver axis.,10.1016/j.ijbiomac.2025.144504,2025,chlorpyrifos,"The abstract presents Sanghuangporus vaninii polysaccharide (SVP-60) as a protective agent against chlorpyrifos-induced liver injury, indicating its nontoxic effects and ability to modulate oxidative stress and inflammation. While it does not explicitly state that SVP-60 is a safer alternative to chlorpyrifos, it implies a protective role that could be interpreted as a safer option in the context of chlorpyrifos exposure.",,"oxidative stress, intestinal barrier damage, growth restriction, impaired liver function, hepatotoxicity, inflammation"
Chemical control of Heliothis armiger (Hubner) in sweet corn,10.1071/EA9810231,1981,chlorpyrifos,"The abstract presents permethrin and fenvalerate as effective alternatives to chlorpyrifos, with lower percentages of cobs damaged compared to chlorpyrifos (55%). This indicates that these alternatives may be safer in terms of effectiveness against the corn ear worm.",,
CONTACT TOXICITY OF TWENTY-ONE INSECTICIDES TO ADULTS OF THE CARROT RUST FLY (DIPTERA: PSILIDAE),10.4039/ENT1171025-8,1985,chlorpyrifos,"The abstract compares the toxicity of chlorpyrifos and other insecticides to diazinon, indicating that diazinon is less toxic than chlorpyrifos and other listed insecticides. This suggests that diazinon may be a safer alternative to chlorpyrifos in the context of controlling the carrot rust fly.",diazinon,
Impact of Insecticides on Pest-Parasitoid Interactions in Mango,10.55446/ije.2025.2188,2025,chlorpyrifos,"The abstract compares chlorpyrifos, a broad-spectrum insecticide, with selective insecticides like spinosad, noting that spinosad exhibited relatively lower adverse effects on parasitoid activity. This indicates a safety advantage of spinosad over chlorpyrifos in terms of preserving beneficial parasitoids, suggesting spinosad as a safer alternative.",spinosad,"disruption of natural biological control mechanisms, substantial decline in parasitism rates, negative impacts on beneficial parasitoid populations"
"Development of an environmentally friendly formulation of silk fibroin associated with fatty acid from Astrocaryum murumuru Mart. fat, effective against larvae of the Aedes aegypti vector",10.21203/RS.3.RS-570302/V1,2021,chlorpyrifos,"The abstract discusses the development of an environmentally friendly formulation of silk fibroin associated with fatty acid esters that is effective against Aedes aegypti larvae. It highlights the low hemolytic index of the FABE-SF solution, suggesting safety for animal and human use, which can be interpreted as a safety advantage compared to chlorpyrifos. Therefore, it indicates that FABE-SF is a safer alternative to chlorpyrifos.",fatty acid esters associated with silk fibroin (FABE-SF),"damage to the environment, damage to humans"
"Species Sensitivity Distribution (SSD) profiles of carabid beetle communities exposed to acetamiprid, chlorpyrifos or λ-cyhalothrin.",10.1016/j.scitotenv.2025.180154,2025,chlorpyrifos,"The abstract compares the toxicity of three insecticides including chlorpyrifos and acetamiprid, showing that chlorpyrifos has the strongest effect on carabid beetle communities while acetamiprid has the weakest. The lower Potentially Affected Fraction (PAF) and higher Hazardous Dose (HD5) for acetamiprid indicate it is less harmful, suggesting a safety advantage over chlorpyrifos. Therefore, acetamiprid can be reasonably interpreted as a safer alternative to chlorpyrifos.",acetamiprid,"high toxicity to carabid beetle species, serious threat to beetle communities at recommended field doses, potentially affects 100% of species at recommended field doses"
Seletividade de diferentes agrotóxicos usados na cultura da soja ao parasitoide de ovos Telenomus remus,10.1590/S0103-84782009005000188,2009,chlorpyrifos,"The abstract compares the harmfulness of various pesticides to the parasitoid Telenomus remus and explicitly states that bifenthrin and chlorpyrifos are harmful or slightly harmful, while other insecticides such as flufenoxuron, diflubenzuron, methoxyfenozide, imidacloprid + beta-cyfluthrin, acephate, and spinosad are harmless or less harmful. This indicates these substances have safety advantages relative to chlorpyrifos and can be reasonably interpreted as safer alternatives.",flufenoxuron; diflubenzuron; methoxyfenozide; imidacloprid; beta-cyfluthrin; acephate; spinosad,"harmful to immature stages of Telenomus remus, slightly harmful to larvae of Telenomus remus"
"Chemoprotection and Immunostimulation of Alpha-Lipoic Acid Against Chlorpyrifos-Induced Toxicosis in Nile Tilapia, Oreochromis niloticus",10.1155/sci5/9985059,2025,chlorpyrifos,"The abstract discusses the protective effects of alpha-lipoic acid (ALA) against the toxic effects of chlorpyrifos (CPL) in Nile tilapia, indicating that ALA improves survival rates and health outcomes in fish exposed to CPL. While it does not explicitly state that ALA is a safer alternative to chlorpyrifos, it implies that ALA can mitigate the harmful effects of CPL, suggesting a potential for ALA to serve as a safer option in the context of chlorpyrifos exposure.",,"severe physiological disorders, histological damage, particularly in the liver"
Response of Trichogramma spp. (Hymenoptera: Trichogrammatidae) to Insecticides at Concentrations Sublethal to Cnaphalocrocis medinalis (Lepidoptera: Pyralidae),10.1093/jee/toz325,2019,chlorpyrifos,"The abstract compares the effects of four insecticides including chlorpyrifos and chlorantraniliprole on parasitoids. It states that chlorantraniliprole had the lowest mortality rates for Trichogramma japonicum and T. dendrolimi at sublethal concentrations, indicating a safety advantage relative to chlorpyrifos. This suggests chlorantraniliprole is a safer alternative to chlorpyrifos.",chlorantraniliprole,"mortality of adult Trichogramma japonicum and Trichogramma dendrolimi at sublethal concentrations, negative influence on emergence rates of Trichogramma japonicum at F1, negative influence on emergence rates of Trichogramma dendrolimi at F1"
Egg hatch inhibition in the Cotton Leafworm with certain IGRs and synthetic pyrethroids,10.1111/J.1439-0418.1983.TB02641.X,2009,chlorpyrifos,"The abstract indicates that synthetic pyrethroids and the chitin biosynthesis inhibitor Diflubenzuron exhibited higher ovicidal activity compared to chlorpyrifos, suggesting they may be safer alternatives due to their effectiveness. Specifically, Diflubenzuron is mentioned as having stronger ovicidal activity than chlorpyrifos, which implies a safety advantage in its use.",synthetic pyrethroids; Diflubenzuron,
Testing Efficacy of Selected Insecticides against Spodoptera litura (Lepidoptera: Noctuidae) in Fodder Crops and Effects on Beneficial Insects,10.21608/eajbsa.2019.65149,2019,chlorpyrifos,"The abstract explicitly states that emamectin benzoate and lufenuron are relatively safer for beneficial insects compared to chlorpyrifos, indicating a clear safety advantage. This suggests that these insecticides can be considered safer alternatives to chlorpyrifos.",emamectin benzoate; lufenuron,harmful to beneficial insects
"Effect of seed bed preparation, soil structure and release time on the toxicity of a range of grassland pesticides to the carabid beetle Pterostichus melanarius (Ill.) (Col., Carabidae) using a microplot technique",10.1111/j.1439-0418.1992.tb00651.x,1992,chlorpyrifos,"The abstract indicates that fonofos granules, fonofos treated seed, and the fungicide drazoxolon are less toxic than chlorpyrifos when tested on carabid beetles. This suggests that these substances may serve as safer alternatives to chlorpyrifos, as they do not differ significantly from the control in terms of toxicity.",fonofos; drazoxolon,"toxicity to carabid beetle Pterostichus melanarius, high mortality rates (74-98%) in beetles after chlorpyrifos spray application"
"Prospective of mycorrhiza and Beauvaria bassiana silica nanoparticles on Gossypium hirsutum L. plants as biocontrol agent against cotton leafworm, Spodoptera littoralis",10.1186/s12870-022-03763-x,2022,chlorpyrifos,"The abstract compares the use of Beauvaria bassiana silica nanoparticles (Si NPs) and arbuscular mycorrhizal (AM) fungi with the chemical insecticide chlorpyrifos. It states that AM fungi can partially or completely replace chemical insecticides and that chlorpyrifos application caused a higher decrease in AM colonization rates, implying a negative effect. The abstract highlights that AM fungi and B. bassiana Si NPs reduce lipid peroxidation and improve plant health, suggesting a safer biocontrol approach than chlorpyrifos.",Beauvaria bassiana silica nanoparticles; arbuscular mycorrhizal fungi,"high toxicity, habitat destruction, disease resistance, decrease in AM colonization rates"
Towards Dactylopius opuntiae (Cockerell) (Hemiptera: Dactylopiidae) biological and integrated management at field conditions in Cadiz province (Spain),10.1080/09583157.2020.1771280,2020,chlorpyrifos,"The abstract compares four control methods including Chlorpyrifos-methyl and Potassium soap. It states that Potassium soap has high efficacy and low environmental impact, recommending its use for control. This indicates Potassium soap is presented as a safer alternative to Chlorpyrifos-methyl.",Potassium soap,
"Human and soil exposure during mechanical chlorpyrifos, myclobutanil and copper oxychloride application in a peach orchard in Argentina.",10.1016/j.scitotenv.2017.02.129,2017,chlorpyrifos,"The abstract compares the safety margin (Margin of Safety, MOS) of chlorpyrifos, myclobutanil, and copper oxychloride during application. It states that the MOS was above 1 (indicating safe conditions) for myclobutanil and copper oxychloride, but below 1 for chlorpyrifos, implying higher risk for chlorpyrifos. This suggests that myclobutanil and copper oxychloride have safety advantages over chlorpyrifos and could be considered safer alternatives.",myclobutanil; copper oxychloride,"dermal exposure risk to workers, risk to bystanders and residents from pesticide drift, ecotoxicological risk to earthworms"
Implementing an Integrated Pest Management Program for Coffee Berry Borer in a Specialty Coffee Plantation in Colombia,10.1603/IPM11006,2012,chlorpyrifos,"The abstract discusses the implementation of an integrated pest management (IPM) program that reduced the use of chlorpyrifos and endosulfan while increasing the use of a biological-based insecticide, Beauveria bassiana. This indicates a transition to a safer alternative, as the program aimed to reduce reliance on chemical insecticides, which can be interpreted as a safer approach compared to chlorpyrifos. Therefore, it presents a safer alternative in the context of pest management.",Beauveria bassiana,
"Insecticide Induced Resurgence of Brown Planthopper, Nilaparvata lugens (Stål) on Rice",10.52804/ijaas2021.227,2021,chlorpyrifos,"The abstract indicates that Pymetrozine 50WG has a significantly lower resurgence ratio (0.26) compared to chlorpyrifos and other insecticides, suggesting it may be a safer alternative due to its lower impact on resurgence of the brown planthopper. This implies a safety advantage over chlorpyrifos in the context of pest management.",Pymetrozine,
Organophosphate pesticide chlorpyrifos impairs STAT1 signaling to induce dopaminergic neurotoxicity: Implications for mitochondria mediated oxidative stress signaling events,10.1016/j.nbd.2018.05.019,2018,chlorpyrifos,"The abstract discusses co-treatment with mitoapocynin, a mitochondrially-targeted antioxidant, which rescued motor deficits and restored dopaminergic neuronal survival in the presence of chlorpyrifos. This indicates mitoapocynin has safety advantages by attenuating mitochondrial-derived ROS and reversing chlorpyrifos-induced neurotoxicity, suggesting it as a safer alternative.",mitoapocynin,"developmental impairments, neurological impairments, dopaminergic cell death, mitochondrial dysfunction, oxidative stress, apoptotic cell death, motor deficits, nigrostriatal dopaminergic neurodegeneration, neurobehavioral deficits, neurotoxicity"
"The impact of menthol essential oil against inflammation, immunosuppression, and histopathological alterations induced by chlorpyrifos in Nile tilapia.",10.1016/j.fsi.2020.04.059,2020,chlorpyrifos,"The abstract indicates that menthol oil (MNT) has protective effects against the toxicity induced by chlorpyrifos (CPF), suggesting that MNT can improve health outcomes in fish exposed to CPF. It highlights that MNT enhances immunity and reduces inflammation compared to CPF exposure, which implies that MNT serves as a safer alternative to chlorpyrifos in this context.",menthol oil,"inflammation in liver, gills, and intestine, immunodepression, reduced survival rate, decreased blood Hb, PCV, RBCs, and WBCs, reduced lysozyme and phagocytic activities, altered gene transcription (increased IFN-γ, decreased IL-8 and IL-1β, decreased HSP70), impaired antioxidative responses (implied by need for antioxidative support)"
Experimental study of the hepatoprotective effect of the 2.6-dimethyl-n-pyridine-oxide complex with succinic acid (Poteitin) on the model of toxic hepatitis caused by tetrachloromethane,10.33273/2663-4570-2023-95-2-25-41,2023,chlorpyrifos,"The abstract discusses the hepatoprotective effects of Poteitin, a methyl derivative of pyridine N-oxide, which reduces the hepatotoxic effects of chlorpyrifos. This indicates that Poteitin may serve as a safer alternative due to its ability to mitigate the toxicity associated with chlorpyrifos exposure.",Poteitin,
A computational study on effect of Cymbopogon citratu and Juniperus virginiana against Spodoptera litura,10.1038/s41598-025-93785-w,2025,chlorpyrifos,"The abstract explicitly states that the bioactive compounds from lemongrass (Cymbopogon citratus) and cedarwood (Juniperus virginiana) exhibited superior binding stability and interaction energies compared to chlorpyrifos, indicating a safety advantage. This suggests that these natural compounds are a safer alternative to chlorpyrifos for pest control.",bioactive compounds from lemongrass (Cymbopogon citratus); bioactive compounds from cedarwood (Juniperus virginiana),
"Acute exposure to chlorpyrifos and glyphosate induces changes in hemolymph biochemical parameters in the crayfish, Astacus leptodactylus (Eschscholtz, 1823).",10.1016/j.cbpc.2019.05.003,2019,chlorpyrifos,"The abstract compares the toxicity of chlorpyrifos and glyphosate to crayfish and states that chlorpyrifos is a few hundred times more toxic than glyphosate. It explicitly describes glyphosate as moderately toxic compared to the high toxicity of chlorpyrifos, indicating a safety advantage. This comparison reasonably supports glyphosate as a safer alternative to chlorpyrifos.",glyphosate,"acute toxicity to crayfish, subacute toxicity to crayfish, disruption of hemolymph biochemical parameters, decrease in acetylcholinesterase (AChE) activity, decrease in alanine aminotransferase (ALT) activity, decrease in aspartate aminotransferase (AST) activity, decrease in alkaline phosphatase (ALP) activity, decrease in phenoloxidase (PO) activity, increase in lactate dehydrogenase (LDH) activity, increase in gamma-glutamyl transferase (GGT) activity, decrease in total protein and cholesterol levels, increase in triglycerides and glucose levels, potential collapse of cellular homeostasis, physiological changes affecting survival of crayfish"
Effect of aqueous ozone treatment on the reduction of chlorpyrifos and physicochemical and microbial qualities of cucumber (Cucumis sativusL.): Process modeling and optimization,10.1111/jfpe.14572,2024,chlorpyrifos,"The abstract indicates that ozone treatment is a safe and eco-friendly alternative to chemical disinfectants and preservatives, which implies it can be a safer option compared to chlorpyrifos. It highlights that ozone leaves no chemical residue and breaks down into oxygen, ensuring safe consumption, which can be interpreted as a safety advantage over chlorpyrifos.",ozone,
